Username,ID,Date,Duration,Duration_Formatted,Session,Condition_Number
test,weo0anccbc,2022-09-15T18:15:21+00:00,80,00:01:20,1,1
ML5115,72aqgaagpe,2022-09-22T01:45:03+00:00,3188,00:53:08,1,2
MM9115,8ynb8vwj6c,2022-09-22T02:06:16+00:00,372,00:06:12,1,4
JB1475,9jsxaln5x8,2022-09-22T02:14:03+00:00,689,00:11:29,1,5
MW6542,hsyqn5504j,2022-09-22T02:25:56+00:00,440,00:07:20,1,6
EB2483,9a6a96k1lq,2022-09-22T02:43:50+00:00,896,00:14:56,1,7
VL8728,wwn89v5rz7,2022-09-22T02:53:48+00:00,786,00:13:06,1,9
VL8728,wwn89v5rz7,2022-09-22T02:53:51+00:00,789,00:13:09,1,9
AU1755,nvjm88b363,2022-09-22T03:13:05+00:00,718,00:11:58,1,11
JanedisColon331.643.2681,hnsz3g0edm,2022-09-22T03:21:12+00:00,2990,00:49:50,1,8
JB2271,bcq8lduaye,2022-09-22T03:41:48+00:00,3041,00:50:41,1,10
EV9981,xetd05sdjs,2022-09-22T03:48:03+00:00,1802,00:30:02,1,12
IS1739,bev6dqq07d,2022-09-22T06:18:17+00:00,5276,01:27:56,1,14
BK1319,lunf7900ek,2022-09-22T13:01:24+00:00,511,00:08:31,1,15
JG5590,9df44hqnpw,2022-09-22T15:00:17+00:00,458,00:07:38,1,16
AC9772,l9cqvsptm0,2022-09-22T15:27:22+00:00,931,00:15:31,1,17
CM1146,tizaif089x,2022-09-22T16:26:59+00:00,1059,00:17:39,1,18
MR8360,4hvyyljwix,2022-09-22T17:09:27+00:00,682,00:11:22,1,19
PS1873,el0favuci3,2022-09-22T17:40:57+00:00,403,00:06:43,1,21
MS3644,fpgewq91c0,2022-09-22T17:43:33+00:00,699,00:11:39,1,20
AUR1755,oyqbt8tp9s,2022-09-22T17:48:41+00:00,681,00:11:21,1,23
IR5777,skcz78ct8l,2022-09-22T17:49:38+00:00,516,00:08:36,1,25
BJ9032,dpqy3mg9f1,2022-09-22T18:01:44+00:00,1336,00:22:16,1,24
AC6629,tjzjqi2cc0,2022-09-22T18:20:51+00:00,747,00:12:27,1,26
SG9203,urznoi83pj,2022-09-22T19:23:11+00:00,2283,00:38:03,1,28
FE0715,ljbispifxb,2022-09-22T19:24:49+00:00,775,00:12:55,1,30
PS9580,j8fet5ug7n,2022-09-22T20:26:19+00:00,734,00:12:14,1,32
CW5888,hoee3wdo8x,2022-09-22T21:01:23+00:00,644,00:10:44,1,34
JP9197,08n0aixv5v,2022-09-22T21:04:18+00:00,2894,00:48:14,1,33
SV2237,mtb2ztma9i,2022-09-22T21:22:34+00:00,1811,00:30:11,1,35
SW4407,tn3xw38jgo,2022-09-22T22:09:47+00:00,825,00:13:45,1,36
AF6541,stma9x62ul,2022-09-22T22:18:46+00:00,883,00:14:43,1,37
JP2122,tky2n5f19m,2022-09-22T22:20:35+00:00,9606,02:40:06,1,31
LB7205,vycoewwfb8,2022-09-22T22:43:32+00:00,1560,00:26:00,1,38
JM6264,64kpra3tob,2022-09-22T23:15:56+00:00,1304,00:21:44,1,39
LH1949,p02g1tzjb9,2022-09-23T00:36:56+00:00,873,00:14:33,1,40
AR0075,qkrdkpz92n,2022-09-23T01:47:15+00:00,2195,00:36:35,1,41
MT2739,c3p29d97bh,2022-09-23T02:56:21+00:00,1742,00:29:02,1,42
7551,j5xhbgobzf,2022-09-23T14:16:22+00:00,469,00:07:49,1,43
SE5217,tmy0aks6wf,2022-09-23T17:01:58+00:00,406,00:06:46,1,45
KL7604,446ln5upgi,2022-09-23T18:34:41+00:00,1401,00:23:21,1,46
ac9377,cs19g78fk0,2022-09-23T18:51:19+00:00,1081,00:18:01,1,47
LM8773,40771xbwmp,2022-09-23T18:53:05+00:00,590,00:09:50,1,48
BE3674,hb4idiog66,2022-09-23T18:55:13+00:00,7291,02:01:31,1,44
CM1875,b9lsovh45f,2022-09-23T19:55:54+00:00,905,00:15:05,1,49
CM1875,b9lsovh45f,2022-09-23T19:56:04+00:00,915,00:15:15,1,49
NT0985,e3gwd9y0ow,2022-09-23T20:41:35+00:00,247,00:04:07,1,50
RH0817,qgckdkvzjq,2022-09-23T22:27:35+00:00,577,00:09:37,1,1
MG8930,xay3aimfd1,2022-09-23T23:56:16+00:00,1273,00:21:13,1,3
KM0058,i1c9sr0kht,2022-09-24T02:14:20+00:00,763,00:12:43,1,4
IC8818,pfrq8qr8xy,2022-09-24T17:59:08+00:00,812,00:13:32,1,5
EL2514,mn83axrkkv,2022-09-24T20:33:23+00:00,1547,00:25:47,1,6
HW2231,dxkhk5qbu6,2022-09-24T20:34:17+00:00,959,00:15:59,1,7
HW2231,dxkhk5qbu6,2022-09-24T20:34:22+00:00,964,00:16:04,1,7
MH6227,i1888jwpc4,2022-09-24T22:35:20+00:00,551,00:09:11,1,8
GR8655,3o02uwivmx,2022-09-24T23:16:35+00:00,1242,00:20:42,1,9
KF0144,19j8okykhn,2022-09-25T01:24:18+00:00,595,00:09:55,1,10
MN2268,1csh231lkf,2022-09-25T04:25:14+00:00,496,00:08:16,1,11
AP5326,2ckdckva6o,2022-09-25T17:31:05+00:00,2269,00:37:49,1,12
RS8261,vssqcr086n,2022-09-25T18:03:50+00:00,1010,00:16:50,1,13
JC1307,2n294ro2fm,2022-09-25T18:14:22+00:00,558,00:09:18,1,14
SL1979,si4kx4az2g,2022-09-25T19:11:09+00:00,650,00:10:50,1,15
cs2074,qj1gmbv076,2022-09-25T19:31:02+00:00,682,00:11:22,1,16
IR6461,cggohoqd5k,2022-09-25T23:38:03+00:00,769,00:12:49,1,18
MK0365,n3687p9odt,2022-09-26T00:37:56+00:00,511,00:08:31,1,19
BC2326,r0j9kssh6o,2022-09-26T02:28:23+00:00,289,00:04:49,1,20
HO7749,3mkza5x0z4,2022-09-26T03:17:53+00:00,1111,00:18:31,1,21
ZK2203,ce1gkq3r9h,2022-09-26T04:15:41+00:00,550,00:09:10,1,23
JC3326,jcd3xhjx8b,2022-09-27T19:06:08+00:00,458,00:07:38,1,24
CPB1188,fqf10joprd,2022-10-03T18:06:32+00:00,940,00:15:40,1,25
MS8663,xljz3urxb6,2022-10-06T17:45:45+00:00,1025,00:17:05,1,26
MS8663,xljz3urxb6,2022-10-06T17:45:47+00:00,1027,00:17:07,1,26
VF6914,s2kqwl24e1,2022-10-06T22:40:58+00:00,623,00:10:23,1,27
EK6026,w3g3amx9wx,2022-10-08T03:29:49+00:00,812,00:13:32,1,28
DB4402,2mu9rtw5yx,2022-10-10T14:44:38+00:00,543,00:09:03,1,29
EU5484,g3mm82264r,2022-10-12T22:09:47+00:00,9859,02:44:19,1,30
OB0649,lry661mvco,2022-10-19T16:55:17+00:00,650,00:10:50,1,31
LH7376,vl0o4m2xrq,2022-11-01T04:58:19+00:00,2303,00:38:23,1,32
