Username,ID,Gender,Age,Education,Race,Fluent,AgeEnglish,Country,consent
test,weo0anccbc,Male,22,Some High School,American Indian/Alaskan Native,Yes,1,usa,on
ML5115,72aqgaagpe,Male,23,Associates degree,White,Yes,3,United States,on
JB1475,zqw3pqfgsp,Female,18,"Some College, no degree",White,Yes,0,America,on
MM9115,8ynb8vwj6c,Female,22,Associates degree,White,Yes,0,United States,on
JB1475,9jsxaln5x8,Female,18,"Some College, no degree",White,Yes,0,America,on
MW6542,hsyqn5504j,Female,18,High School Graduate,White,Yes,0,United States,on
EB2483,9a6a96k1lq,Female,18,High School Graduate,White,Yes,0,United States,on
JanedisColon331.643.2681,hnsz3g0edm,Female,18,"Some College, no degree",White,Yes,5,United States,on
VL8728,wwn89v5rz7,Female,18,High School Graduate,White,Yes,0,United States ,on
JB2271,bcq8lduaye,Male,18,High School Graduate,White,Yes,0,United states of america ,on
AU1755,nvjm88b363,Female,18,"Some College, no degree",Other/unknown,Yes,0,United States of America,on
EV9981,xetd05sdjs,Female,18,"Some College, no degree",White,Yes,0,United States,on
EV9981,xetd05sdjs,Female,18,"Some College, no degree",White,Yes,0,United States,on
IS1739,4z6hqevrpf,Female,18,"Some College, no degree",Black,Yes,0,United States,on
IS1739,bev6dqq07d,Female,18,"Some College, no degree",Black,Yes,0,United States,on
BK1319,lunf7900ek,Female,30,Associates degree,White,Yes,0,United States,on
JG5590,9df44hqnpw,Female,21,"Some College, no degree",White,Yes,0,USA,on
AC9772,l9cqvsptm0,Female,18,"Some College, no degree",White,Yes,0,United States,on
CM1146,tizaif089x,Female,18,High School Graduate,Asian/Pacific Islander,Yes,3,United States,on
MR8360,4hvyyljwix,Female,18,"Some College, no degree",White,Yes,0,United States,on
MS3644,fpgewq91c0,Female,18,High School Graduate,White,Yes,0,United States,on
PS1873,el0favuci3,Female,20,"Some College, no degree",White,Yes,0,United States ,on
LA2744,v0v45ubvbv,Female,18,High School Graduate,Other/unknown,Yes,4,United States,on
AUR1755,oyqbt8tp9s,Female,18,"Some College, no degree",Other/unknown,Yes,0,United States of America,on
BJ9032,dpqy3mg9f1,Male,18,High School Graduate,White,Yes,0,United States,on
IR5777,skcz78ct8l,Female,19,"Some College, no degree",White,Yes,5,United States,on
IR5777,skcz78ct8l,Female,19,"Some College, no degree",White,Yes,5,United States,on
AC6629,tjzjqi2cc0,Female,20,High School Graduate,White,Yes,0,United States,on
SG9203,urznoi83pj,Female,20,Associates degree,White,Yes,0,United States,on
SL1979,5gjaqp2xlq,Female,18,"Some College, no degree",White,Yes,1,U.S.A.,on
FE0715,ljbispifxb,Male,19,"Some College, no degree",White,Yes,0,United States of America,on
JP2122,tky2n5f19m,Female,19,"Some College, no degree",Black,Yes,0,America,on
PS9580,j8fet5ug7n,Female,18,High School Graduate,White,Yes,0,United States ,on
JP9197,08n0aixv5v,Female,20,"Some College, no degree",White,Yes,0,United States,on
CW5888,hoee3wdo8x,Female,21,Bachelors degree,White,Yes,0,USA,on
SV2237,mtb2ztma9i,Female,18,"Some College, no degree",Asian/Pacific Islander,Yes,4,United Sates of America,on
SW4407,tn3xw38jgo,Female,18,"Some College, no degree",White,Yes,0,United States,on
AF6541,stma9x62ul,Female,18,"Some College, no degree",Black,Yes,0,United States,on
LB7205,vycoewwfb8,Female,18,"Some College, no degree",Black,Yes,0,United States,on
JM6264,64kpra3tob,Female,18,High School Graduate,Other/unknown,Yes,0,United States ,on
LH1949,p02g1tzjb9,Female,20,"Some College, no degree",White,Yes,0,United States,on
AR0075,qkrdkpz92n,Female,19,"Some College, no degree",White,Yes,0,United States,on
MT2739,c3p29d97bh,Male,19,"Some College, no degree",White,Yes,0,United States ,on
7551,j5xhbgobzf,Female,20,"Some College, no degree",White,Yes,2,United States,on
BE3674,hb4idiog66,Female,18,"Some College, no degree",White,Yes,0,United States,on
SE5217,tmy0aks6wf,Female,20,"Some College, no degree",White,Yes,0,United States,on
KL7604,446ln5upgi,Male,21,"Some College, no degree",White,Yes,0,United States of America,on
ac9377,cs19g78fk0,Female,22,Bachelors degree,White,Yes,2,United States,on
LM8773,40771xbwmp,Female,21,Bachelors degree,White,Yes,0,United States,on
CM1875,b9lsovh45f,Female,21,Associates degree,White,Yes,0,United States,on
NT0985,e3gwd9y0ow,Male,20,"Some College, no degree",White,Yes,0,usa,on
RH0817,qgckdkvzjq,Other,18,High School Graduate,White,Yes,0,United States,on
GL1568,39p4oozrv2,Female,21,High School Graduate,Asian/Pacific Islander,Yes,5,United States,on
MG8930,xay3aimfd1,Female,18,High School Graduate,White,Yes,0,United States,on
KM0058,i1c9sr0kht,Female,19,"Some College, no degree",White,Yes,0,USA,on
IC8818,pfrq8qr8xy,Female,20,"Some College, no degree",White,Yes,0,United States,on
EL2514,mn83axrkkv,Male,18,High School Graduate,White,Yes,0,United States,on
HW2231,dxkhk5qbu6,Female,21,"Some College, no degree",White,Yes,0,United States,on
MH6227,i1888jwpc4,Female,20,"Some College, no degree",White,Yes,0,United States,on
GR8655,3o02uwivmx,Female,19,"Some College, no degree",White,Yes,0,United States,on
KF0144,19j8okykhn,Female,18,High School Graduate,White,Yes,0,United States of America,on
MN2268,1csh231lkf,Female,18,High School Graduate,White,Yes,0,United states ,on
MN2268,1csh231lkf,Female,18,High School Graduate,White,Yes,0,America,on
AP5326,2ckdckva6o,Female,18,High School Graduate,White,Yes,0,United States,on
RS8261,vssqcr086n,Female,19,High School Graduate,White,Yes,0,United States,on
JC1307,2n294ro2fm,Female,20,"Some College, no degree",White,Yes,0,United States,on
SL1979,si4kx4az2g,Female,18,"Some College, no degree",White,Yes,1,U.S.A.,on
cs2074,qj1gmbv076,Female,18,"Some College, no degree",White,Yes,0,us,on
IR6461,aqs0tc11ry,Female,18,"Some College, no degree",White,Yes,0,United States ,on
IR6461,cggohoqd5k,Female,18,"Some College, no degree",White,Yes,0,United States,on
MK0365,n3687p9odt,Female,21,"Some College, no degree",White,Yes,0,USA,on
BC2326,r0j9kssh6o,Female,19,"Some College, no degree",White,Yes,0,United States,on
HO7749,3mkza5x0z4,Female,18,"Some College, no degree",Black,Yes,0,United States,on
zk2203,t3mpzwa6s5,Female,18,High School Graduate,White,Yes,0,United States,on
ZK2203,ce1gkq3r9h,Female,18,High School Graduate,White,Yes,0,United States,on
JC3326,jcd3xhjx8b,Female,18,"Some College, no degree",White,Yes,0,United States,on
CPB1188,fqf10joprd,Female,18,High School Graduate,White,Yes,0,United States,on
MS8663,xljz3urxb6,Female,18,High School Graduate,Asian/Pacific Islander,Yes,0,United States,on
VF6914,s2kqwl24e1,Female,18,High School Graduate,White,Yes,0,United States,on
EK6026,w3g3amx9wx,Female,20,"Some College, no degree",White,Yes,0,United States,on
DB4402,2mu9rtw5yx,Male,19,High School Graduate,White,Yes,0,United States of America,on
EU5484,g3mm82264r,Female,20,"Some College, no degree",White,Yes,0,United States,on
OB0649,lry661mvco,Female,23,Associates degree,White,Yes,0,United States,on
LH7376,vl0o4m2xrq,Other,20,"Some College, no degree",White,Yes,0,United States,on
